travelCode,userCode,name_x,place,days,price,total,date,code,company,name_y,gender,age
42334,412,Hotel AU,Recife (PE),4,312.83,1251.32,02/03/2022,412,4You,Teresa Sanchez,none,21
42335,412,Hotel AU,Recife (PE),2,312.83,625.66,02/10/2022,412,4You,Teresa Sanchez,none,21
42337,412,Hotel BP,Brasilia (DF),4,247.62,990.48,02/24/2022,412,4You,Teresa Sanchez,none,21
42344,412,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/14/2022,412,4You,Teresa Sanchez,none,21
42351,412,Hotel Z,Aracaju (SE),4,208.04,832.16,06/02/2022,412,4You,Teresa Sanchez,none,21
42352,412,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/09/2022,412,4You,Teresa Sanchez,none,21
42355,412,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/30/2022,412,4You,Teresa Sanchez,none,21
42356,412,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/07/2022,412,4You,Teresa Sanchez,none,21
42358,412,Hotel AF,Sao Paulo (SP),2,139.1,278.2,07/21/2022,412,4You,Teresa Sanchez,none,21
42360,412,Hotel BD,Natal (RN),1,242.88,242.88,08/04/2022,412,4You,Teresa Sanchez,none,21
42362,412,Hotel Z,Aracaju (SE),1,208.04,208.04,08/18/2022,412,4You,Teresa Sanchez,none,21
42364,412,Hotel Z,Aracaju (SE),2,208.04,416.08,09/01/2022,412,4You,Teresa Sanchez,none,21
42367,412,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,09/22/2022,412,4You,Teresa Sanchez,none,21
42372,412,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,10/27/2022,412,4You,Teresa Sanchez,none,21
42378,412,Hotel A,Florianopolis (SC),2,313.02,626.04,12/08/2022,412,4You,Teresa Sanchez,none,21
42380,412,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/22/2022,412,4You,Teresa Sanchez,none,21
42382,412,Hotel BD,Natal (RN),1,242.88,242.88,01/05/2023,412,4You,Teresa Sanchez,none,21
42384,412,Hotel BD,Natal (RN),3,242.88,728.64,01/19/2023,412,4You,Teresa Sanchez,none,21
42385,412,Hotel BP,Brasilia (DF),1,247.62,247.62,01/26/2023,412,4You,Teresa Sanchez,none,21
42387,412,Hotel K,Salvador (BH),2,263.41,526.82,02/09/2023,412,4You,Teresa Sanchez,none,21
42390,412,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/02/2023,412,4You,Teresa Sanchez,none,21
42393,412,Hotel Z,Aracaju (SE),3,208.04,624.12,03/23/2023,412,4You,Teresa Sanchez,none,21
42398,412,Hotel K,Salvador (BH),1,263.41,263.41,04/27/2023,412,4You,Teresa Sanchez,none,21
42403,413,Hotel K,Salvador (BH),4,263.41,1053.64,10/03/2019,413,4You,Clifford Fagen,male,63
42405,413,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/17/2019,413,4You,Clifford Fagen,male,63
42417,413,Hotel AU,Recife (PE),2,312.83,625.66,01/09/2020,413,4You,Clifford Fagen,male,63
42418,413,Hotel BD,Natal (RN),4,242.88,971.52,01/16/2020,413,4You,Clifford Fagen,male,63
42435,414,Hotel Z,Aracaju (SE),4,208.04,832.16,10/31/2019,414,4You,Tonya Rivera,none,62
42438,414,Hotel BW,Campo Grande (MS),4,60.39,241.56,11/21/2019,414,4You,Tonya Rivera,none,62
42443,414,Hotel BP,Brasilia (DF),4,247.62,990.48,12/26/2019,414,4You,Tonya Rivera,none,62
42444,414,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,01/02/2020,414,4You,Tonya Rivera,none,62
42452,414,Hotel Z,Aracaju (SE),2,208.04,416.08,02/27/2020,414,4You,Tonya Rivera,none,62
42455,414,Hotel AF,Sao Paulo (SP),2,139.1,278.2,03/19/2020,414,4You,Tonya Rivera,none,62
42459,414,Hotel BP,Brasilia (DF),2,247.62,495.24,04/16/2020,414,4You,Tonya Rivera,none,62
42461,414,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/30/2020,414,4You,Tonya Rivera,none,62
42466,414,Hotel A,Florianopolis (SC),1,313.02,313.02,06/04/2020,414,4You,Tonya Rivera,none,62
42468,414,Hotel AF,Sao Paulo (SP),4,139.1,556.4,06/18/2020,414,4You,Tonya Rivera,none,62
42473,414,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/23/2020,414,4You,Tonya Rivera,none,62
42475,414,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,08/06/2020,414,4You,Tonya Rivera,none,62
42476,414,Hotel AU,Recife (PE),1,312.83,312.83,08/13/2020,414,4You,Tonya Rivera,none,62
42484,414,Hotel K,Salvador (BH),3,263.41,790.23,10/08/2020,414,4You,Tonya Rivera,none,62
42489,414,Hotel A,Florianopolis (SC),2,313.02,626.04,11/12/2020,414,4You,Tonya Rivera,none,62
42490,414,Hotel Z,Aracaju (SE),4,208.04,832.16,11/19/2020,414,4You,Tonya Rivera,none,62
42492,414,Hotel Z,Aracaju (SE),4,208.04,832.16,12/03/2020,414,4You,Tonya Rivera,none,62
42493,414,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/10/2020,414,4You,Tonya Rivera,none,62
42494,414,Hotel BW,Campo Grande (MS),4,60.39,241.56,12/17/2020,414,4You,Tonya Rivera,none,62
42496,414,Hotel AU,Recife (PE),3,312.83,938.49,12/31/2020,414,4You,Tonya Rivera,none,62
42499,414,Hotel Z,Aracaju (SE),3,208.04,624.12,01/21/2021,414,4You,Tonya Rivera,none,62
42502,414,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/11/2021,414,4You,Tonya Rivera,none,62
42504,414,Hotel AU,Recife (PE),1,312.83,312.83,02/25/2021,414,4You,Tonya Rivera,none,62
42507,415,Hotel BD,Natal (RN),1,242.88,242.88,09/26/2019,415,4You,Barbara Oliver,none,61
42508,415,Hotel BP,Brasilia (DF),3,247.62,742.86,10/03/2019,415,4You,Barbara Oliver,none,61
42510,415,Hotel A,Florianopolis (SC),1,313.02,313.02,10/17/2019,415,4You,Barbara Oliver,none,61
42511,415,Hotel K,Salvador (BH),4,263.41,1053.64,10/24/2019,415,4You,Barbara Oliver,none,61
42513,415,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,11/07/2019,415,4You,Barbara Oliver,none,61
42518,415,Hotel Z,Aracaju (SE),2,208.04,416.08,12/12/2019,415,4You,Barbara Oliver,none,61
42520,415,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,12/26/2019,415,4You,Barbara Oliver,none,61
42521,415,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,01/02/2020,415,4You,Barbara Oliver,none,61
42524,415,Hotel A,Florianopolis (SC),3,313.02,939.06,01/23/2020,415,4You,Barbara Oliver,none,61
42526,415,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/06/2020,415,4You,Barbara Oliver,none,61
42527,415,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/13/2020,415,4You,Barbara Oliver,none,61
42530,415,Hotel AF,Sao Paulo (SP),4,139.1,556.4,03/05/2020,415,4You,Barbara Oliver,none,61
42536,415,Hotel BP,Brasilia (DF),3,247.62,742.86,04/16/2020,415,4You,Barbara Oliver,none,61
42538,415,Hotel BP,Brasilia (DF),2,247.62,495.24,04/30/2020,415,4You,Barbara Oliver,none,61
42541,415,Hotel BP,Brasilia (DF),3,247.62,742.86,05/21/2020,415,4You,Barbara Oliver,none,61
42544,415,Hotel AU,Recife (PE),3,312.83,938.49,06/11/2020,415,4You,Barbara Oliver,none,61
42556,415,Hotel BW,Campo Grande (MS),1,60.39,60.39,09/03/2020,415,4You,Barbara Oliver,none,61
42561,415,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,10/08/2020,415,4You,Barbara Oliver,none,61
42562,415,Hotel BP,Brasilia (DF),1,247.62,247.62,10/15/2020,415,4You,Barbara Oliver,none,61
42570,415,Hotel A,Florianopolis (SC),4,313.02,1252.08,12/10/2020,415,4You,Barbara Oliver,none,61
42573,415,Hotel A,Florianopolis (SC),1,313.02,313.02,12/31/2020,415,4You,Barbara Oliver,none,61
42575,415,Hotel BW,Campo Grande (MS),1,60.39,60.39,01/14/2021,415,4You,Barbara Oliver,none,61
42578,415,Hotel BW,Campo Grande (MS),4,60.39,241.56,02/04/2021,415,4You,Barbara Oliver,none,61
42579,415,Hotel BD,Natal (RN),3,242.88,728.64,02/11/2021,415,4You,Barbara Oliver,none,61
42580,415,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/18/2021,415,4You,Barbara Oliver,none,61
42582,415,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,03/04/2021,415,4You,Barbara Oliver,none,61
42589,415,Hotel K,Salvador (BH),4,263.41,1053.64,04/22/2021,415,4You,Barbara Oliver,none,61
42591,415,Hotel A,Florianopolis (SC),4,313.02,1252.08,05/06/2021,415,4You,Barbara Oliver,none,61
42595,415,Hotel A,Florianopolis (SC),4,313.02,1252.08,06/03/2021,415,4You,Barbara Oliver,none,61
42599,415,Hotel AF,Sao Paulo (SP),3,139.1,417.3,07/01/2021,415,4You,Barbara Oliver,none,61
42600,415,Hotel AU,Recife (PE),4,312.83,1251.32,07/08/2021,415,4You,Barbara Oliver,none,61
42603,415,Hotel BD,Natal (RN),1,242.88,242.88,07/29/2021,415,4You,Barbara Oliver,none,61
42608,415,Hotel Z,Aracaju (SE),4,208.04,832.16,09/02/2021,415,4You,Barbara Oliver,none,61
42612,415,Hotel BD,Natal (RN),2,242.88,485.76,09/30/2021,415,4You,Barbara Oliver,none,61
42614,415,Hotel BD,Natal (RN),4,242.88,971.52,10/14/2021,415,4You,Barbara Oliver,none,61
42620,415,Hotel K,Salvador (BH),2,263.41,526.82,11/25/2021,415,4You,Barbara Oliver,none,61
42625,415,Hotel BP,Brasilia (DF),3,247.62,742.86,12/30/2021,415,4You,Barbara Oliver,none,61
42628,415,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/20/2022,415,4You,Barbara Oliver,none,61
42629,415,Hotel BP,Brasilia (DF),2,247.62,495.24,01/27/2022,415,4You,Barbara Oliver,none,61
42637,415,Hotel A,Florianopolis (SC),1,313.02,313.02,03/24/2022,415,4You,Barbara Oliver,none,61
42640,415,Hotel A,Florianopolis (SC),3,313.02,939.06,04/14/2022,415,4You,Barbara Oliver,none,61
42641,415,Hotel BD,Natal (RN),2,242.88,485.76,04/21/2022,415,4You,Barbara Oliver,none,61
42642,415,Hotel BD,Natal (RN),1,242.88,242.88,04/28/2022,415,4You,Barbara Oliver,none,61
42644,415,Hotel BW,Campo Grande (MS),3,60.39,181.17,05/12/2022,415,4You,Barbara Oliver,none,61
42648,415,Hotel AU,Recife (PE),4,312.83,1251.32,06/09/2022,415,4You,Barbara Oliver,none,61
42649,415,Hotel K,Salvador (BH),1,263.41,263.41,06/16/2022,415,4You,Barbara Oliver,none,61
42653,415,Hotel BD,Natal (RN),3,242.88,728.64,07/14/2022,415,4You,Barbara Oliver,none,61
42654,415,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/21/2022,415,4You,Barbara Oliver,none,61
42657,416,Hotel AU,Recife (PE),1,312.83,312.83,09/26/2019,416,4You,Mary Rivera,female,37
42658,416,Hotel AU,Recife (PE),2,312.83,625.66,10/03/2019,416,4You,Mary Rivera,female,37
42660,416,Hotel AU,Recife (PE),3,312.83,938.49,10/17/2019,416,4You,Mary Rivera,female,37
42667,416,Hotel AU,Recife (PE),4,312.83,1251.32,12/05/2019,416,4You,Mary Rivera,female,37
42669,416,Hotel Z,Aracaju (SE),2,208.04,416.08,12/19/2019,416,4You,Mary Rivera,female,37
42670,416,Hotel BD,Natal (RN),2,242.88,485.76,12/26/2019,416,4You,Mary Rivera,female,37
42673,416,Hotel K,Salvador (BH),2,263.41,526.82,01/16/2020,416,4You,Mary Rivera,female,37
42674,416,Hotel K,Salvador (BH),1,263.41,263.41,01/23/2020,416,4You,Mary Rivera,female,37
42677,416,Hotel BD,Natal (RN),1,242.88,242.88,02/13/2020,416,4You,Mary Rivera,female,37
42684,416,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/02/2020,416,4You,Mary Rivera,female,37
42685,416,Hotel AU,Recife (PE),4,312.83,1251.32,04/09/2020,416,4You,Mary Rivera,female,37
42689,416,Hotel A,Florianopolis (SC),2,313.02,626.04,05/07/2020,416,4You,Mary Rivera,female,37
42691,416,Hotel K,Salvador (BH),3,263.41,790.23,05/21/2020,416,4You,Mary Rivera,female,37
42694,416,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,06/11/2020,416,4You,Mary Rivera,female,37
42695,416,Hotel BW,Campo Grande (MS),2,60.39,120.78,06/18/2020,416,4You,Mary Rivera,female,37
42696,416,Hotel BP,Brasilia (DF),1,247.62,247.62,06/25/2020,416,4You,Mary Rivera,female,37
42697,416,Hotel Z,Aracaju (SE),4,208.04,832.16,07/02/2020,416,4You,Mary Rivera,female,37
42698,416,Hotel BW,Campo Grande (MS),3,60.39,181.17,07/09/2020,416,4You,Mary Rivera,female,37
42701,416,Hotel AU,Recife (PE),1,312.83,312.83,07/30/2020,416,4You,Mary Rivera,female,37
42702,416,Hotel K,Salvador (BH),2,263.41,526.82,08/06/2020,416,4You,Mary Rivera,female,37
42704,416,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/20/2020,416,4You,Mary Rivera,female,37
42708,416,Hotel BP,Brasilia (DF),1,247.62,247.62,09/17/2020,416,4You,Mary Rivera,female,37
42709,416,Hotel Z,Aracaju (SE),1,208.04,208.04,09/24/2020,416,4You,Mary Rivera,female,37
42713,416,Hotel BP,Brasilia (DF),2,247.62,495.24,10/22/2020,416,4You,Mary Rivera,female,37
42715,416,Hotel BD,Natal (RN),1,242.88,242.88,11/05/2020,416,4You,Mary Rivera,female,37
42719,416,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/03/2020,416,4You,Mary Rivera,female,37
42720,416,Hotel BD,Natal (RN),2,242.88,485.76,12/10/2020,416,4You,Mary Rivera,female,37
42723,416,Hotel A,Florianopolis (SC),1,313.02,313.02,12/31/2020,416,4You,Mary Rivera,female,37
42726,416,Hotel K,Salvador (BH),2,263.41,526.82,01/21/2021,416,4You,Mary Rivera,female,37
42728,416,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/04/2021,416,4You,Mary Rivera,female,37
42735,416,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/25/2021,416,4You,Mary Rivera,female,37
42736,416,Hotel A,Florianopolis (SC),2,313.02,626.04,04/01/2021,416,4You,Mary Rivera,female,37
42744,416,Hotel BW,Campo Grande (MS),1,60.39,60.39,05/27/2021,416,4You,Mary Rivera,female,37
42750,416,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/08/2021,416,4You,Mary Rivera,female,37
42751,416,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/15/2021,416,4You,Mary Rivera,female,37
42752,416,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,07/22/2021,416,4You,Mary Rivera,female,37
42755,416,Hotel A,Florianopolis (SC),1,313.02,313.02,08/12/2021,416,4You,Mary Rivera,female,37
42758,416,Hotel K,Salvador (BH),2,263.41,526.82,09/02/2021,416,4You,Mary Rivera,female,37
42767,416,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/04/2021,416,4You,Mary Rivera,female,37
42768,416,Hotel Z,Aracaju (SE),2,208.04,416.08,11/11/2021,416,4You,Mary Rivera,female,37
42770,416,Hotel BW,Campo Grande (MS),2,60.39,120.78,11/25/2021,416,4You,Mary Rivera,female,37
42773,416,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/16/2021,416,4You,Mary Rivera,female,37
42774,416,Hotel BW,Campo Grande (MS),1,60.39,60.39,12/23/2021,416,4You,Mary Rivera,female,37
42776,417,Hotel AU,Recife (PE),1,312.83,312.83,10/03/2019,417,4You,Dana King,none,35
42782,417,Hotel BD,Natal (RN),2,242.88,485.76,11/14/2019,417,4You,Dana King,none,35
42785,417,Hotel BD,Natal (RN),1,242.88,242.88,12/05/2019,417,4You,Dana King,none,35
42788,417,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/26/2019,417,4You,Dana King,none,35
42790,417,Hotel A,Florianopolis (SC),2,313.02,626.04,01/09/2020,417,4You,Dana King,none,35
42794,417,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/06/2020,417,4You,Dana King,none,35
42796,417,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/20/2020,417,4You,Dana King,none,35
42802,417,Hotel BD,Natal (RN),3,242.88,728.64,04/02/2020,417,4You,Dana King,none,35
42804,417,Hotel BP,Brasilia (DF),2,247.62,495.24,04/16/2020,417,4You,Dana King,none,35
42806,417,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,04/30/2020,417,4You,Dana King,none,35
42807,417,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/07/2020,417,4You,Dana King,none,35
42808,417,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/14/2020,417,4You,Dana King,none,35
42809,417,Hotel BD,Natal (RN),2,242.88,485.76,05/21/2020,417,4You,Dana King,none,35
42812,417,Hotel BD,Natal (RN),2,242.88,485.76,06/11/2020,417,4You,Dana King,none,35
42817,417,Hotel BP,Brasilia (DF),2,247.62,495.24,07/16/2020,417,4You,Dana King,none,35
42818,417,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/23/2020,417,4You,Dana King,none,35
42822,417,Hotel AF,Sao Paulo (SP),4,139.1,556.4,08/20/2020,417,4You,Dana King,none,35
42823,417,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/27/2020,417,4You,Dana King,none,35
42836,417,Hotel K,Salvador (BH),3,263.41,790.23,11/26/2020,417,4You,Dana King,none,35
42837,417,Hotel Z,Aracaju (SE),1,208.04,208.04,12/03/2020,417,4You,Dana King,none,35
42839,417,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/17/2020,417,4You,Dana King,none,35
42848,418,Hotel BD,Natal (RN),4,242.88,971.52,09/26/2019,418,4You,Frank Street,none,61
42849,418,Hotel BD,Natal (RN),4,242.88,971.52,10/03/2019,418,4You,Frank Street,none,61
42857,418,Hotel Z,Aracaju (SE),4,208.04,832.16,11/28/2019,418,4You,Frank Street,none,61
42859,418,Hotel BW,Campo Grande (MS),2,60.39,120.78,12/12/2019,418,4You,Frank Street,none,61
42864,418,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,01/16/2020,418,4You,Frank Street,none,61
42867,418,Hotel AF,Sao Paulo (SP),4,139.1,556.4,02/06/2020,418,4You,Frank Street,none,61
42869,418,Hotel BP,Brasilia (DF),1,247.62,247.62,02/20/2020,418,4You,Frank Street,none,61
42871,418,Hotel BD,Natal (RN),4,242.88,971.52,03/05/2020,418,4You,Frank Street,none,61
42880,418,Hotel BP,Brasilia (DF),3,247.62,742.86,05/07/2020,418,4You,Frank Street,none,61
42882,418,Hotel A,Florianopolis (SC),1,313.02,313.02,05/21/2020,418,4You,Frank Street,none,61
42886,418,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/18/2020,418,4You,Frank Street,none,61
42887,418,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/25/2020,418,4You,Frank Street,none,61
42896,418,Hotel BW,Campo Grande (MS),1,60.39,60.39,08/27/2020,418,4You,Frank Street,none,61
42912,418,Hotel K,Salvador (BH),3,263.41,790.23,12/17/2020,418,4You,Frank Street,none,61
42916,418,Hotel AF,Sao Paulo (SP),1,139.1,139.1,01/14/2021,418,4You,Frank Street,none,61
42919,418,Hotel BD,Natal (RN),2,242.88,485.76,02/04/2021,418,4You,Frank Street,none,61
42920,418,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/11/2021,418,4You,Frank Street,none,61
42922,418,Hotel BP,Brasilia (DF),4,247.62,990.48,02/25/2021,418,4You,Frank Street,none,61
42927,419,Hotel Z,Aracaju (SE),2,208.04,416.08,10/10/2019,419,4You,Tanya Donahue,none,36
42930,419,Hotel A,Florianopolis (SC),1,313.02,313.02,10/31/2019,419,4You,Tanya Donahue,none,36
42933,419,Hotel BP,Brasilia (DF),2,247.62,495.24,11/21/2019,419,4You,Tanya Donahue,none,36
42937,419,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/19/2019,419,4You,Tanya Donahue,none,36
42939,419,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/02/2020,419,4You,Tanya Donahue,none,36
42949,419,Hotel A,Florianopolis (SC),3,313.02,939.06,03/12/2020,419,4You,Tanya Donahue,none,36
42950,419,Hotel BW,Campo Grande (MS),2,60.39,120.78,03/19/2020,419,4You,Tanya Donahue,none,36
42953,419,Hotel BD,Natal (RN),1,242.88,242.88,04/09/2020,419,4You,Tanya Donahue,none,36
42956,419,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/30/2020,419,4You,Tanya Donahue,none,36
42959,419,Hotel AU,Recife (PE),2,312.83,625.66,05/21/2020,419,4You,Tanya Donahue,none,36
42966,419,Hotel BP,Brasilia (DF),4,247.62,990.48,07/09/2020,419,4You,Tanya Donahue,none,36
42968,419,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/23/2020,419,4You,Tanya Donahue,none,36
42974,419,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,09/03/2020,419,4You,Tanya Donahue,none,36
42977,419,Hotel BD,Natal (RN),3,242.88,728.64,09/24/2020,419,4You,Tanya Donahue,none,36
42986,419,Hotel K,Salvador (BH),4,263.41,1053.64,11/26/2020,419,4You,Tanya Donahue,none,36
42987,419,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,12/03/2020,419,4You,Tanya Donahue,none,36
42988,419,Hotel K,Salvador (BH),2,263.41,526.82,12/10/2020,419,4You,Tanya Donahue,none,36
42989,419,Hotel A,Florianopolis (SC),3,313.02,939.06,12/17/2020,419,4You,Tanya Donahue,none,36
42990,419,Hotel AU,Recife (PE),4,312.83,1251.32,12/24/2020,419,4You,Tanya Donahue,none,36
42991,419,Hotel AU,Recife (PE),4,312.83,1251.32,12/31/2020,419,4You,Tanya Donahue,none,36
42999,419,Hotel K,Salvador (BH),4,263.41,1053.64,02/25/2021,419,4You,Tanya Donahue,none,36
43005,419,Hotel Z,Aracaju (SE),3,208.04,624.12,04/08/2021,419,4You,Tanya Donahue,none,36
43006,419,Hotel A,Florianopolis (SC),3,313.02,939.06,04/15/2021,419,4You,Tanya Donahue,none,36
43007,419,Hotel AF,Sao Paulo (SP),1,139.1,139.1,04/22/2021,419,4You,Tanya Donahue,none,36
43009,419,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,05/06/2021,419,4You,Tanya Donahue,none,36
43018,419,Hotel BP,Brasilia (DF),3,247.62,742.86,07/08/2021,419,4You,Tanya Donahue,none,36
43021,419,Hotel A,Florianopolis (SC),4,313.02,1252.08,07/29/2021,419,4You,Tanya Donahue,none,36
43022,419,Hotel K,Salvador (BH),1,263.41,263.41,08/05/2021,419,4You,Tanya Donahue,none,36
43025,419,Hotel AF,Sao Paulo (SP),3,139.1,417.3,08/26/2021,419,4You,Tanya Donahue,none,36
43027,419,Hotel AF,Sao Paulo (SP),3,139.1,417.3,09/09/2021,419,4You,Tanya Donahue,none,36
43030,419,Hotel AU,Recife (PE),4,312.83,1251.32,09/30/2021,419,4You,Tanya Donahue,none,36
43034,419,Hotel K,Salvador (BH),1,263.41,263.41,10/28/2021,419,4You,Tanya Donahue,none,36
43035,419,Hotel Z,Aracaju (SE),2,208.04,416.08,11/04/2021,419,4You,Tanya Donahue,none,36
43036,419,Hotel BD,Natal (RN),2,242.88,485.76,11/11/2021,419,4You,Tanya Donahue,none,36
43039,419,Hotel A,Florianopolis (SC),2,313.02,626.04,12/02/2021,419,4You,Tanya Donahue,none,36
43042,419,Hotel BD,Natal (RN),4,242.88,971.52,12/23/2021,419,4You,Tanya Donahue,none,36
43043,419,Hotel BD,Natal (RN),4,242.88,971.52,12/30/2021,419,4You,Tanya Donahue,none,36
43048,419,Hotel Z,Aracaju (SE),1,208.04,208.04,02/03/2022,419,4You,Tanya Donahue,none,36
43050,420,Hotel AU,Recife (PE),4,312.83,1251.32,09/26/2019,420,4You,April Williams,female,46
43055,420,Hotel AU,Recife (PE),1,312.83,312.83,10/31/2019,420,4You,April Williams,female,46
43059,420,Hotel A,Florianopolis (SC),1,313.02,313.02,11/28/2019,420,4You,April Williams,female,46
43061,420,Hotel BD,Natal (RN),1,242.88,242.88,12/12/2019,420,4You,April Williams,female,46
43065,420,Hotel K,Salvador (BH),4,263.41,1053.64,01/09/2020,420,4You,April Williams,female,46
43070,420,Hotel AU,Recife (PE),4,312.83,1251.32,02/13/2020,420,4You,April Williams,female,46
43071,420,Hotel K,Salvador (BH),3,263.41,790.23,02/20/2020,420,4You,April Williams,female,46
43073,420,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,03/05/2020,420,4You,April Williams,female,46
43079,421,Hotel BD,Natal (RN),2,242.88,485.76,10/03/2019,421,4You,Brenda Alvarado,none,45
43081,421,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/17/2019,421,4You,Brenda Alvarado,none,45
43086,422,Hotel A,Florianopolis (SC),2,313.02,626.04,10/17/2019,422,4You,Mary Ewers,none,29
43087,422,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,10/24/2019,422,4You,Mary Ewers,none,29
43097,422,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/02/2020,422,4You,Mary Ewers,none,29
43110,422,Hotel A,Florianopolis (SC),1,313.02,313.02,04/02/2020,422,4You,Mary Ewers,none,29
43114,422,Hotel Z,Aracaju (SE),3,208.04,624.12,04/30/2020,422,4You,Mary Ewers,none,29
43120,422,Hotel BW,Campo Grande (MS),4,60.39,241.56,06/11/2020,422,4You,Mary Ewers,none,29
43121,422,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,06/18/2020,422,4You,Mary Ewers,none,29
43125,422,Hotel BP,Brasilia (DF),2,247.62,495.24,07/16/2020,422,4You,Mary Ewers,none,29
43138,422,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/15/2020,422,4You,Mary Ewers,none,29
43139,422,Hotel AU,Recife (PE),1,312.83,312.83,10/22/2020,422,4You,Mary Ewers,none,29
43140,422,Hotel BW,Campo Grande (MS),1,60.39,60.39,10/29/2020,422,4You,Mary Ewers,none,29
43141,422,Hotel AF,Sao Paulo (SP),3,139.1,417.3,11/05/2020,422,4You,Mary Ewers,none,29
43143,422,Hotel AU,Recife (PE),4,312.83,1251.32,11/19/2020,422,4You,Mary Ewers,none,29
43144,422,Hotel BW,Campo Grande (MS),1,60.39,60.39,11/26/2020,422,4You,Mary Ewers,none,29
43146,422,Hotel AU,Recife (PE),3,312.83,938.49,12/10/2020,422,4You,Mary Ewers,none,29
43147,422,Hotel Z,Aracaju (SE),1,208.04,208.04,12/17/2020,422,4You,Mary Ewers,none,29
43148,422,Hotel AF,Sao Paulo (SP),2,139.1,278.2,12/24/2020,422,4You,Mary Ewers,none,29
43157,422,Hotel BW,Campo Grande (MS),1,60.39,60.39,02/25/2021,422,4You,Mary Ewers,none,29
43160,422,Hotel A,Florianopolis (SC),4,313.02,1252.08,03/18/2021,422,4You,Mary Ewers,none,29
43162,422,Hotel BD,Natal (RN),1,242.88,242.88,04/01/2021,422,4You,Mary Ewers,none,29
43164,422,Hotel K,Salvador (BH),3,263.41,790.23,04/15/2021,422,4You,Mary Ewers,none,29
43166,422,Hotel Z,Aracaju (SE),2,208.04,416.08,04/29/2021,422,4You,Mary Ewers,none,29
43167,422,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/06/2021,422,4You,Mary Ewers,none,29
